City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,yeysk,46.6989,38.2792,56.39,70,8,11.45,RU,1712790271
273,georgetown,5.4112,100.3354,80.94,88,20,3.44,MY,1712790381
274,utrik,11.2278,169.8474,80.11,77,100,20.36,MH,1712790507
275,tazovsky,67.4667,78.7,-24.86,100,59,5.88,RU,1712790507
276,tadine,-21.55,167.8833,82.78,76,94,5.12,NC,1712790507
277,buhe,30.2876,112.2298,58.95,87,56,3.09,CN,1712790507
278,kununurra,-15.7667,128.7333,69.78,68,18,4.61,AU,1712790507
279,erenhot,43.6475,111.9767,49.42,33,93,7.65,CN,1712790507
280,tocopilla,-22.092,-70.1979,70.14,77,94,8.55,CL,1712790507
281,dunedin,-45.8742,170.5036,60.8,83,100,1.01,NZ,1712790507
282,campbell river,50.0163,-125.2446,53.6,69,100,3.11,CA,1712790507
283,belel,7.05,14.4333,70.27,59,83,0.04,CM,1712790507
284,eyl,7.9803,49.8164,80.94,72,60,8.12,SO,1712790318
285,vila velha,-20.3297,-40.2925,78.94,92,40,4.61,BR,1712790209
286,kidal,18.4411,1.4078,87.85,7,7,9.4,ML,1712790309
287,es castell,39.8795,4.2854,56.08,67,20,4.61,ES,1712790508
288,flin flon,54.7682,-101.865,51.64,54,100,21.85,CA,1712790508
289,laconia,43.5279,-71.4704,43.34,89,100,2.01,US,1712790508
290,chehalis,46.662,-122.964,60.57,46,0,0.0,US,1712790394
291,xam nua,20.4197,104.0439,66.33,94,87,2.04,LA,1712790508
292,bang saphan,11.2126,99.5117,77.36,91,96,0.45,TH,1712790508
293,palmer,42.1584,-72.3287,60.22,67,100,5.75,US,1712790364
294,rosarito,32.3333,-117.0333,81.91,57,0,8.81,MX,1712790508
295,hovd,48.0056,91.6419,40.03,47,100,5.79,MN,1712790509
296,remire-montjoly,4.9167,-52.2667,82.44,83,75,8.05,GF,1712790509
297,la sarre,48.8002,-79.1996,50.29,68,92,4.76,CA,1712790447
298,la'ie,21.6477,-157.9253,82.36,69,43,11.99,US,1712790510
299,zindah jan,34.3426,61.7468,61.07,51,2,2.55,AF,1712790510
300,kodiak,57.79,-152.4072,35.11,55,75,8.05,US,1712790510
301,yarmouth,41.7057,-70.2286,54.07,84,75,8.99,US,1712790311
302,mersing,2.4312,103.8405,78.98,88,55,7.45,MY,1712790510
303,phatthalung,7.5,100.0833,78.19,83,100,5.06,TH,1712790510
304,al muwayh,22.4333,41.7583,72.64,21,12,8.1,SA,1712790510
305,cuorgne,45.3895,7.6499,52.68,85,96,6.02,IT,1712790510
306,kumeny,58.1089,49.9161,33.67,90,37,7.09,RU,1712790510
307,umluj,25.0213,37.2685,73.83,45,71,10.13,SA,1712790510
308,gardabani,41.4605,45.0928,53.46,81,100,4.07,GE,1712790510
309,konarka,19.9,86.1167,81.0,73,47,7.78,IN,1712790377
310,rio grande,-32.035,-52.0986,69.91,77,100,19.8,BR,1712790229
311,durres,41.3231,19.4414,53.78,69,100,1.72,AL,1712790511
312,aqadyr,48.2553,72.8483,41.02,87,90,8.23,KZ,1712790511
313,pochinok,54.4068,32.4407,58.32,72,90,8.1,RU,1712790511
314,trat,12.5,102.5,77.07,94,86,2.84,TH,1712790511
315,hawera,-39.5917,174.2833,67.23,74,100,20.0,NZ,1712790416
316,fort st. john,56.2499,-120.8529,47.68,27,100,10.67,CA,1712790511
317,east falmouth,41.5784,-70.5586,54.37,85,75,8.05,US,1712790511
318,undurkhaan,47.3194,110.6556,48.92,41,82,7.27,MN,1712790511
319,san patricio,28.017,-97.5169,80.85,31,0,20.76,US,1712790511
320,burutu,5.3509,5.5076,82.29,82,100,7.18,NG,1712790511
321,arraial do cabo,-22.9661,-42.0278,77.72,87,0,9.86,BR,1712790479
322,llallagua,-18.4167,-66.6333,49.59,72,92,7.96,BO,1712790512
323,kostomuksha,64.571,30.5767,39.04,97,94,13.0,RU,1712790512
324,panguipulli,-39.6333,-72.3333,51.76,58,100,5.82,CL,1712790512
325,vila franca do campo,37.7167,-25.4333,64.89,99,100,9.82,PT,1712790512
